Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin
2020-21-1226,Portland Trail Blazers,Houston Rockets,225,8.5,-360,300,254,2
2020-21-1227,Los Angeles Clippers,Dallas Mavericks,230,4.5,-160,140,197,-51
2020-21-1227,New Orleans Pelicans,San Antonio Spurs,226.5,5.5,-190,170,193,3
2020-21-1227,Washington Wizards,Orlando Magic,225.5,1.5,110,-130,233,-7
2020-21-1227,Charlotte Bobcats,Brooklyn Nets,224,7.5,450,-600,210,2
2020-21-1227,Cleveland Cavaliers,Philadelphia 76ers,218.5,5.5,200,-240,212,24
2020-21-1227,New York Knicks,Milwaukee Bucks,223.5,11,750,-1200,240,20
2020-21-1227,Indiana Pacers,Boston Celtics,219,3,115,-135,215,1
2020-21-1227,Chicago Bulls,Golden State Warriors,226,2,145,-165,257,-1
2020-21-1227,Sacramento Kings,Phoenix Suns,224.5,3.5,140,-160,216,-16
2020-21-1228,Los Angeles Lakers,Minnesota Timberwolves,224,11,-500,400,218,36
2020-21-1228,Brooklyn Nets,Memphis Grizzlies,235,7,105,-125,227,-5
2020-21-1228,Atlanta Hawks,Detroit Pistons,226.5,8.5,-500,400,248,8
2020-21-1228,Oklahoma City Thunder,Utah Jazz,221,5,330,-400,219,-1
2020-21-1228,Denver Nuggets,Houston Rockets,225.5,9,-265,225,235,13
2020-21-1228,Los Angeles Lakers,Portland Trail Blazers,227.5,4.5,-230,195,222,-8
2020-21-1229,Indiana Pacers,Boston Celtics,220,1,-115,-105,227,-5
2020-21-1229,Washington Wizards,Chicago Bulls,232.5,4.5,-250,210,222,-8
2020-21-1229,Detroit Pistons,Golden State Warriors,222.5,3.5,150,-170,222,-10
2020-21-1229,Philadelphia 76ers,Toronto Raptors,218.5,0,-125,105,193,7
2020-21-1229,Cleveland Cavaliers,New York Knicks,219.5,4.5,-160,140,181,-9
2020-21-1229,Miami Heat,Milwaukee Bucks,222.5,5,200,-240,241,-47
2020-21-1229,Oklahoma City Thunder,Orlando Magic,219.5,5,210,-250,225,-11
2020-21-1229,Los Angeles Clippers,Minnesota Timberwolves,229.5,6.5,-650,475,225,23
2020-21-1229,Phoenix Suns,New Orleans Pelicans,223,3,-125,105,197,25
2020-21-1229,Sacramento Kings,Denver Nuggets,223.5,3,-110,-110,240,10
2020-21-1230,Boston Celtics,Memphis Grizzlies,224,8.5,-285,245,233,19
2020-21-1230,Miami Heat,Milwaukee Bucks,227.5,6,220,-260,227,11
2020-21-1230,Brooklyn Nets,Atlanta Hawks,240,6.5,-230,195,286,4
2020-21-1230,Dallas Mavericks,Charlotte Bobcats,223.5,8.5,-360,300,217,-19
2020-21-1230,San Antonio Spurs,Los Angeles Lakers,229.5,6.5,260,-310,228,-14
2020-21-1230,Los Angeles Clippers,Portland Trail Blazers,229,3.5,-220,190,233,23
2020-21-1231,Indiana Pacers,Cleveland Cavaliers,217,8.5,-330,270,218,20
2020-21-1231,Washington Wizards,Chicago Bulls,234.5,5,-300,250,263,-3
2020-21-1231,Orlando Magic,Philadelphia 76ers,217,2,155,-175,208,-24
2020-21-1231,Houston Rockets,Sacramento Kings,227,3,-210,180,241,3
2020-21-1231,Toronto Raptors,New York Knicks,217.5,9.5,-360,300,183,17
2020-21-1231,Oklahoma City Thunder,New Orleans Pelicans,214.5,4.5,175,-200,193,-33
2020-21-1231,Utah Jazz,Phoenix Suns,220,4,-170,150,201,-11
2020-21-0101,Detroit Pistons,Boston Celtics,215.5,9.5,310,-370,189,3
2020-21-0101,Dallas Mavericks,Miami Heat,222.5,1,-105,-115,176,10
2020-21-0101,Charlotte Bobcats,Memphis Grizzlies,220,2,-180,160,201,-15
2020-21-0101,Brooklyn Nets,Atlanta Hawks,247,6,-250,210,210,-18
2020-21-0101,Minnesota Timberwolves,Washington Wizards,232.5,1,-110,-110,239,-21
2020-21-0101,San Antonio Spurs,Los Angeles Lakers,230.5,7,280,-340,212,-6
2020-21-0101,Milwaukee Bucks,Chicago Bulls,230,14,-1500,850,222,30
2020-21-0101,Denver Nuggets,Phoenix Suns,225,4.5,-160,140,209,-3
2020-21-0101,Utah Jazz,Los Angeles Clippers,225.5,2,140,-160,206,6
2020-21-0101,Golden State Warriors,Portland Trail Blazers,230.5,4,130,-150,221,-25
2020-21-0102,Houston Rockets,Sacramento Kings,233,4,110,-130,196,8
2020-21-0102,Philadelphia 76ers,Charlotte Bobcats,213.5,9.5,-500,400,239,15
2020-21-0102,Orlando Magic,Oklahoma City Thunder,218.5,7.5,-175,155,207,-9
2020-21-0102,Indiana Pacers,New York Knicks,215,9,-450,375,208,-4
2020-21-0102,New Orleans Pelicans,Toronto Raptors,216,1,-105,-115,236,4
2020-21-0102,Atlanta Hawks,Cleveland Cavaliers,234.5,6.5,-240,200,187,-5
2020-21-0103,Detroit Pistons,Boston Celtics,213.5,8,300,-360,242,-2
2020-21-0103,Brooklyn Nets,Washington Wizards,242.5,8.5,-330,270,245,-1
2020-21-0103,Memphis Grizzlies,Los Angeles Lakers,222.5,10.5,400,-500,202,-14
2020-21-0103,San Antonio Spurs,Utah Jazz,219.5,4,190,-220,239,-21
2020-21-0103,Minnesota Timberwolves,Denver Nuggets,231,8.5,300,-360,233,-15
2020-21-0103,Phoenix Suns,Los Angeles Clippers,218,1.5,130,-150,219,-5
2020-21-0103,Chicago Bulls,Dallas Mavericks,225,5.5,150,-170,226,10
2020-21-0103,Golden State Warriors,Portland Trail Blazers,234.5,4.5,170,-190,259,15
2020-21-0104,Philadelphia 76ers,Charlotte Bobcats,218,9.5,-350,290,219,17
2020-21-0104,Orlando Magic,Cleveland Cavaliers,217,5,-220,190,186,20
2020-21-0104,Miami Heat,Oklahoma City Thunder,212.5,8,-420,350,208,28
2020-21-0104,Atlanta Hawks,New York Knicks,223,6,-300,250,221,-5
2020-21-0104,Toronto Raptors,Boston Celtics,214,2.5,-240,200,240,-12
2020-21-0104,Houston Rockets,Dallas Mavericks,228,3,-170,150,213,-13
2020-21-0104,New Orleans Pelicans,Indiana Pacers,218,0,-125,105,234,-2
2020-21-0104,Milwaukee Bucks,Detroit Pistons,225,15,-2500,1100,240,10
2020-21-0104,Golden State Warriors,Sacramento Kings,232,2,105,-125,243,31
2020-21-0105,Brooklyn Nets,Utah Jazz,231.5,3,160,-180,226,34
2020-21-0105,Memphis Grizzlies,Los Angeles Lakers,218,9.5,380,-460,186,-2
2020-21-0105,Denver Nuggets,Minnesota Timberwolves,228,12,-650,475,239,7
2020-21-0105,Los Angeles Clippers,San Antonio Spurs,227,8,-310,260,229,-3
2020-21-0105,Portland Trail Blazers,Chicago Bulls,233.5,10,-450,375,219,-3
2020-21-0106,Indiana Pacers,Houston Rockets,226,1.5,-145,125,221,7
2020-21-0106,Philadelphia 76ers,Washington Wizards,231,8,-260,220,277,5
2020-21-0106,Orlando Magic,Cleveland Cavaliers,213,6,-210,180,199,11
2020-21-0106,Miami Heat,Boston Celtics,218,3.5,-140,120,212,-2
2020-21-0106,Atlanta Hawks,Charlotte Bobcats,231,6.5,-250,210,196,-8
2020-21-0106,New York Knicks,Utah Jazz,215,6,260,-310,212,12
2020-21-0106,New Orleans Pelicans,Oklahoma City Thunder,213,8,-330,270,221,-1
2020-21-0106,Milwaukee Bucks,Detroit Pistons,227,13.5,-1000,650,245,15
2020-21-0106,Phoenix Suns,Toronto Raptors,217,1.5,-150,130,238,8
2020-21-0106,Sacramento Kings,Chicago Bulls,232,6,-300,250,252,4
2020-21-0106,Golden State Warriors,Los Angeles Clippers,234,4,180,-210,209,-7
2020-21-0107,Brooklyn Nets,Philadelphia 76ers,224,3,160,-180,231,13
2020-21-0107,Memphis Grizzlies,Cleveland Cavaliers,214,3.5,-240,200,184,-4
2020-21-0107,Portland Trail Blazers,Minnesota Timberwolves,233.5,10,-500,400,252,18
2020-21-0107,Denver Nuggets,Dallas Mavericks,226,2.5,-145,125,241,-7
2020-21-0107,Los Angeles Lakers,San Antonio Spurs,225,7.5,-400,330,227,-9
2020-21-0108,Detroit Pistons,Phoenix Suns,218.5,6,270,-330,215,5
2020-21-0108,New Orleans Pelicans,Charlotte Bobcats,216,8.5,-270,230,228,-8
2020-21-0108,Boston Celtics,Washington Wizards,234.5,5.5,-175,155,223,9
2020-21-0108,New York Knicks,Oklahoma City Thunder,209.5,3.5,-150,130,190,-12
2020-21-0108,Milwaukee Bucks,Utah Jazz,236,8,-240,200,249,-13
2020-21-0108,Houston Rockets,Orlando Magic,229,4.5,-280,240,222,42
2020-21-0108,Memphis Grizzlies,Brooklyn Nets,222,4.5,-110,-110,225,5
2020-21-0108,Sacramento Kings,Toronto Raptors,226.5,5,100,-120,267,-21
2020-21-0108,Golden State Warriors,Los Angeles Clippers,232,4,210,-250,220,10
2020-21-0108,Los Angeles Lakers,Chicago Bulls,229.5,10,-420,350,232,2
2020-21-0109,Philadelphia 76ers,Denver Nuggets,222,4,700,-1100,218,-12
2020-21-0109,Washington Wizards,Miami Heat,229.5,5.5,500,-700,252,-4
2020-21-0109,Charlotte Bobcats,Atlanta Hawks,228,4.5,175,-200,218,8
2020-21-0109,Indiana Pacers,Phoenix Suns,217,3,-150,130,242,-8
2020-21-0109,Minnesota Timberwolves,San Antonio Spurs,230,6,140,-160,247,-3
2020-21-0109,Milwaukee Bucks,Cleveland Cavaliers,222.5,12,-420,350,190,10
2020-21-0109,Dallas Mavericks,Orlando Magic,217,7,-260,220,210,14
2020-21-0109,Sacramento Kings,Portland Trail Blazers,234.5,5,180,-210,224,-26
2020-21-0110,Detroit Pistons,Utah Jazz,217,7,330,-400,182,-10
2020-21-0110,Los Angeles Clippers,Chicago Bulls,225.5,12,-1000,650,257,3
2020-21-0110,Brooklyn Nets,Oklahoma City Thunder,222.5,9.5,-350,290,245,-13
2020-21-0110,New York Knicks,Denver Nuggets,218,5.5,190,-220,203,-25
2020-21-0110,Houston Rockets,Los Angeles Lakers,226.5,3,160,-180,222,-18
2020-21-0110,Minnesota Timberwolves,San Antonio Spurs,234,3,165,-185,184,8
2020-21-0110,Golden State Warriors,Toronto Raptors,230.5,3,130,-150,211,1
2020-21-0111,Cleveland Cavaliers,Memphis Grizzlies,217.5,2,115,-135,192,-10
2020-21-0111,Washington Wizards,Phoenix Suns,228.5,6.5,210,-250,235,21
2020-21-0111,Orlando Magic,Milwaukee Bucks,224.5,9,400,-500,220,-22
2020-21-0111,Charlotte Bobcats,New York Knicks,212,4.5,-190,170,197,21
2020-21-0111,Atlanta Hawks,Philadelphia 76ers,223.5,6.5,-240,200,206,18
2020-21-0111,Portland Trail Blazers,Toronto Raptors,233.5,3.5,-200,175,223,1
2020-21-0111,Sacramento Kings,Indiana Pacers,233,2,150,-170,249,5
2020-21-0112,Philadelphia 76ers,Miami Heat,207,4,-380,320,271,3
2020-21-0112,Cleveland Cavaliers,Utah Jazz,206.5,9.5,650,-1000,204,-30
2020-21-0112,Brooklyn Nets,Denver Nuggets,232,0,-130,110,238,6
2020-21-0112,Oklahoma City Thunder,San Antonio Spurs,215.5,2.5,115,-135,214,-10
2020-21-0112,Houston Rockets,Los Angeles Lakers,223,3.5,150,-170,217,-17
2020-21-0112,Golden State Warriors,Indiana Pacers,229,1.5,-155,135,199,-9
2020-21-0113,Detroit Pistons,Milwaukee Bucks,227.5,11.5,450,-600,211,-9
2020-21-0113,Charlotte Bobcats,Dallas Mavericks,219,5.5,130,-150,197,-11
2020-21-0113,New York Knicks,Brooklyn Nets,219,5,125,-145,225,-7
2020-21-0113,Oklahoma City Thunder,Los Angeles Lakers,215,8.5,450,-600,227,-29
2020-21-0113,Minnesota Timberwolves,Memphis Grizzlies,220,1,-145,125,225,-11
2020-21-0113,Sacramento Kings,Portland Trail Blazers,235.5,6,175,-200,258,-6
2020-21-0113,Los Angeles Clippers,New Orleans Pelicans,220,7,-650,475,217,5
2020-21-0114,Philadelphia 76ers,Miami Heat,221,11,-360,300,233,17
2020-21-0114,Toronto Raptors,Charlotte Bobcats,221.5,7,-550,425,219,3
2020-21-0114,San Antonio Spurs,Houston Rockets,223,6.5,-300,250,214,-4
2020-21-0114,Denver Nuggets,Golden State Warriors,229,5,-190,170,218,10
2020-21-0114,Portland Trail Blazers,Indiana Pacers,229.5,1.5,-140,120,198,-24
2020-21-0115,Cleveland Cavaliers,New York Knicks,200.5,2.5,120,-140,209,3
2020-21-0115,Boston Celtics,Orlando Magic,215.5,3.5,-180,160,221,27
2020-21-0115,Milwaukee Bucks,Dallas Mavericks,230.5,6,-310,260,221,3
2020-21-0115,Oklahoma City Thunder,Chicago Bulls,224.5,0,110,-130,252,2
2020-21-0115,Utah Jazz,Atlanta Hawks,222.5,6,-240,200,208,24
2020-21-0115,Los Angeles Lakers,New Orleans Pelicans,218.5,9,-420,350,207,17
2020-21-0115,Sacramento Kings,Los Angeles Clippers,230,6.5,250,-300,238,-38
2020-21-0116,San Antonio Spurs,Houston Rockets,219.5,6.5,-310,260,194,12
2020-21-0116,Brooklyn Nets,Orlando Magic,225,9.5,-450,375,237,7
2020-21-0116,Toronto Raptors,Charlotte Bobcats,219.5,7.5,-270,230,229,3
2020-21-0116,Memphis Grizzlies,Philadelphia 76ers,219,2.5,-130,110,210,2
2020-21-0116,Miami Heat,Detroit Pistons,218,2,-230,195,220,-20
2020-21-0116,Portland Trail Blazers,Atlanta Hawks,235.5,4,-190,170,218,6
2020-21-0117,Boston Celtics,New York Knicks,211,6.5,-310,260,180,-30
2020-21-0117,Dallas Mavericks,Chicago Bulls,226.5,7.5,-265,225,218,-16
2020-21-0117,Denver Nuggets,Utah Jazz,219,2.5,110,-130,214,-4
2020-21-0117,Sacramento Kings,New Orleans Pelicans,230,2,125,-145,251,-5
2020-21-0117,Los Angeles Clippers,Indiana Pacers,220.5,6,-360,300,225,33
2020-21-0118,New York Knicks,Orlando Magic,211.5,1,110,-130,175,7
2020-21-0118,Atlanta Hawks,Minnesota Timberwolves,228.5,7.5,-300,250,205,11
2020-21-0118,Portland Trail Blazers,San Antonio Spurs,224,1,105,-125,229,-21
2020-21-0118,Miami Heat,Detroit Pistons,219,6,-250,210,220,6
2020-21-0118,Memphis Grizzlies,Phoenix Suns,223.5,3,175,-200,212,4
2020-21-0118,Toronto Raptors,Dallas Mavericks,220,3.5,-155,135,209,23
2020-21-0118,Brooklyn Nets,Milwaukee Bucks,240,2,155,-175,248,2
2020-21-0118,Chicago Bulls,Houston Rockets,228,1,110,-130,245,5
2020-21-0118,Los Angeles Lakers,Golden State Warriors,225,10,-450,375,228,-2
2020-21-0119,Denver Nuggets,Oklahoma City Thunder,220.5,9,-500,400,220,18
2020-21-0119,Utah Jazz,New Orleans Pelicans,220,5.5,-250,210,220,16
2020-21-0120,Philadelphia 76ers,Boston Celtics,217,5,-200,175,226,8
2020-21-0120,Cleveland Cavaliers,Brooklyn Nets,222,9,450,-600,282,12
2020-21-0120,Indiana Pacers,Dallas Mavericks,217.5,1,120,-140,236,-12
2020-21-0120,Atlanta Hawks,Detroit Pistons,221,6,-190,170,238,8
2020-21-0120,Toronto Raptors,Miami Heat,219.5,3.5,-175,155,213,-9
2020-21-0120,Minnesota Timberwolves,Orlando Magic,219,3,160,-180,193,-1
2020-21-0120,Houston Rockets,Phoenix Suns,220.5,6,190,-220,212,-6
2020-21-0120,Los Angeles Clippers,Sacramento Kings,231,10.5,-650,475,211,19
2020-21-0120,Golden State Warriors,San Antonio Spurs,228.5,1,-120,100,220,22
2020-21-0121,Milwaukee Bucks,Los Angeles Lakers,229,2,-120,100,219,-7
2020-21-0121,Golden State Warriors,New York Knicks,216,5.5,-210,180,223,-15
2020-21-0121,Utah Jazz,New Orleans Pelicans,216.5,6.5,-280,240,247,11
2020-21-0122,Charlotte Bobcats,Chicago Bulls,227,3.5,-155,135,233,-13
2020-21-0122,Indiana Pacers,Orlando Magic,217.5,4.5,-190,170,238,2
2020-21-0122,Detroit Pistons,Houston Rockets,218,3,-145,125,205,-1
2020-21-0122,Philadelphia 76ers,Boston Celtics,222.5,4.5,-180,160,232,12
2020-21-0122,Toronto Raptors,Miami Heat,220.5,2.5,-135,115,182,20
2020-21-0122,Cleveland Cavaliers,Brooklyn Nets,228,10,220,-260,238,12
2020-21-0122,Minnesota Timberwolves,Atlanta Hawks,222,6.5,200,-240,214,-18
2020-21-0122,San Antonio Spurs,Dallas Mavericks,222.5,2,115,-135,239,-5
2020-21-0122,Los Angeles Clippers,Oklahoma City Thunder,220,12.5,-1300,775,226,14
2020-21-0122,Sacramento Kings,New York Knicks,218,2.5,-165,145,197,9
2020-21-0122,Phoenix Suns,Denver Nuggets,218.5,2.5,-120,100,256,-4
2020-21-0123,Utah Jazz,Golden State Warriors,224.5,6.5,-300,250,235,19
2020-21-0123,Detroit Pistons,Philadelphia 76ers,219.5,8,320,-380,224,-4
2020-21-0123,Brooklyn Nets,Miami Heat,229.5,8.5,-340,280,252,4
2020-21-0123,Minnesota Timberwolves,New Orleans Pelicans,222,7,310,-370,230,10
2020-21-0123,Chicago Bulls,Los Angeles Lakers,227.5,9,400,-500,191,-11
2020-21-0123,Dallas Mavericks,Houston Rockets,219,10.5,-320,265,241,-25
2020-21-0123,Phoenix Suns,Denver Nuggets,219,1.5,135,-155,232,-8
2020-21-0124,Indiana Pacers,Toronto Raptors,219,1.5,-185,165,209,-5
2020-21-0124,Boston Celtics,Cleveland Cavaliers,215.5,6.5,-250,210,244,38
2020-21-0124,Los Angeles Clippers,Oklahoma City Thunder,221.5,12.5,-1400,800,208,8
2020-21-0124,Orlando Magic,Charlotte Bobcats,214.5,1.5,110,-130,211,-3
2020-21-0124,San Antonio Spurs,Washington Wizards,231.5,6.5,-240,200,222,20
2020-21-0124,Milwaukee Bucks,Atlanta Hawks,235,9,-950,625,244,14
2020-21-0124,Portland Trail Blazers,New York Knicks,214.5,5,-175,155,229,3
2020-21-0125,Orlando Magic,Charlotte Bobcats,213.5,1.5,-110,-110,225,9
2020-21-0125,Detroit Pistons,Philadelphia 76ers,215,7,170,-190,223,15
2020-21-0125,Indiana Pacers,Toronto Raptors,217,2.5,-135,115,243,15
2020-21-0125,Cleveland Cavaliers,Los Angeles Lakers,215,10,550,-800,223,-7
2020-21-0125,Brooklyn Nets,Miami Heat,234,7.5,-330,270,183,13
2020-21-0125,Chicago Bulls,Boston Celtics,229,6.5,155,-175,222,-16
2020-21-0125,Dallas Mavericks,Denver Nuggets,221.5,1,110,-130,230,-4
2020-21-0125,Portland Trail Blazers,Oklahoma City Thunder,221.5,6.5,-200,175,247,-3
2020-21-0125,Golden State Warriors,Minnesota Timberwolves,225,8,-370,310,238,22
2020-21-0126,Atlanta Hawks,Los Angeles Clippers,221.5,3.5,-240,200,207,9
2020-21-0126,Houston Rockets,Washington Wizards,231,3,-160,140,195,19
2020-21-0126,Utah Jazz,New York Knicks,209.5,10.5,-700,500,202,14
2020-21-0127,Cleveland Cavaliers,Detroit Pistons,215.5,1.5,-130,110,229,15
2020-21-0127,Orlando Magic,Sacramento Kings,221.5,1.5,-130,110,228,-14
2020-21-0127,Charlotte Bobcats,Indiana Pacers,218.5,1,125,-145,222,-10
2020-21-0127,Toronto Raptors,Milwaukee Bucks,224.5,6,210,-250,223,-7
2020-21-0127,Atlanta Hawks,Brooklyn Nets,236,7,195,-230,260,-4
2020-21-0127,Philadelphia 76ers,Los Angeles Lakers,221.5,2.5,155,-175,213,1
2020-21-0127,Miami Heat,Denver Nuggets,220.5,5,200,-240,191,-27
2020-21-0127,New Orleans Pelicans,Washington Wizards,227,7.5,-360,300,230,18
2020-21-0127,San Antonio Spurs,Boston Celtics,225,2.5,170,-190,216,4
2020-21-0127,Utah Jazz,Dallas Mavericks,225,4.5,-135,115,220,12
2020-21-0127,Phoenix Suns,Oklahoma City Thunder,220,5.5,-330,270,199,-5
2020-21-0127,Golden State Warriors,Minnesota Timberwolves,227.5,8,-420,350,234,12
2020-21-0128,Miami Heat,Los Angeles Clippers,215.5,5,-165,145,214,-4
2020-21-0128,Detroit Pistons,Los Angeles Lakers,217.5,9.5,260,-310,199,15
2020-21-0128,Phoenix Suns,Golden State Warriors,219.5,1,-130,110,207,21
2020-21-0128,Houston Rockets,Portland Trail Blazers,228,2.5,-190,170,205,3
2020-21-0129,Washington Wizards,Atlanta Hawks,234,4.5,145,-165,216,-16
2020-21-0129,Orlando Magic,Los Angeles Clippers,212,2.5,270,-330,206,-26
2020-21-0129,Charlotte Bobcats,Indiana Pacers,220.5,4,140,-160,213,3
2020-21-0129,Toronto Raptors,Sacramento Kings,228.5,6.5,-220,190,250,-2
2020-21-0129,New Orleans Pelicans,Milwaukee Bucks,229,6,240,-280,257,5
2020-21-0129,New York Knicks,Cleveland Cavaliers,205.5,2,-125,105,183,21
2020-21-0129,Oklahoma City Thunder,Brooklyn Nets,230.5,9.5,220,-260,272,-22
2020-21-0129,Minnesota Timberwolves,Philadelphia 76ers,225.5,6.5,390,-480,212,-24
2020-21-0129,San Antonio Spurs,Denver Nuggets,225,3,155,-175,228,10
2020-21-0129,Utah Jazz,Dallas Mavericks,220.5,3.5,-170,150,221,19
2020-21-0130,Chicago Bulls,Portland Trail Blazers,232,1.5,-130,110,245,-1
2020-21-0130,Charlotte Bobcats,Milwaukee Bucks,228,7.5,350,-420,240,12
2020-21-0130,New Orleans Pelicans,Houston Rockets,223,0,-135,115,238,-14
2020-21-0130,Miami Heat,Sacramento Kings,224.5,6,-260,220,209,1
2020-21-0130,Boston Celtics,Los Angeles Lakers,218.5,1.5,145,-165,191,-1
2020-21-0130,Dallas Mavericks,Phoenix Suns,217,2,-110,-110,216,-6
2020-21-0130,Golden State Warriors,Detroit Pistons,224.5,5.5,-220,190,209,27
2020-21-0130,San Antonio Spurs,Memphis Grizzlies,222.5,3,-170,150,241,-17
2020-21-0131,Denver Nuggets,Utah Jazz,220.5,1.5,135,-155,245,11
2020-21-0131,Indiana Pacers,Philadelphia 76ers,223,1,-145,125,229,-9
2020-21-0131,New York Knicks,Los Angeles Clippers,210.5,7.5,375,-450,244,-14
2020-21-0131,Toronto Raptors,Orlando Magic,220,5.5,-240,200,217,13
2020-21-0131,Washington Wizards,Brooklyn Nets,245,8,200,-240,295,3
2020-21-0131,Minnesota Timberwolves,Cleveland Cavaliers,220,2,140,-160,213,5
2020-21-0201,Cleveland Cavaliers,Minnesota Timberwolves,217.5,5,-165,145,198,2
2020-21-0201,Atlanta Hawks,Los Angeles Lakers,220,6.5,250,-300,206,-8
2020-21-0201,Miami Heat,Charlotte Bobcats,218,5,-310,260,250,-8
2020-21-0201,New Orleans Pelicans,Sacramento Kings,232,4.5,-145,125,227,-9
2020-21-0201,Chicago Bulls,New York Knicks,218,4.5,-160,140,212,8
2020-21-0201,Oklahoma City Thunder,Houston Rockets,222,5.5,175,-200,242,-30
2020-21-0201,Milwaukee Bucks,Portland Trail Blazers,235,10,-500,400,240,28
2020-21-0201,San Antonio Spurs,Memphis Grizzlies,221.5,3,-175,155,235,-31
2020-21-0201,Dallas Mavericks,Phoenix Suns,219.5,1.5,-140,120,217,-1
2020-21-0202,Indiana Pacers,Memphis Grizzlies,220.5,6,-180,160,250,18
2020-21-0202,Orlando Magic,Toronto Raptors,215,5,220,-260,231,-15
2020-21-0202,Brooklyn Nets,Los Angeles Clippers,243.5,1.5,100,-120,244,4
2020-21-0202,Utah Jazz,Detroit Pistons,221,12,-1000,650,222,12
2020-21-0202,Golden State Warriors,Boston Celtics,224.5,3,120,-140,218,-4
2020-21-0202,Washington Wizards,Portland Trail Blazers,240.5,1.5,-140,120,253,-11
2020-21-0203,Milwaukee Bucks,Indiana Pacers,232,8.5,-400,330,240,20
2020-21-0203,Charlotte Bobcats,Philadelphia 76ers,221.5,7,260,-310,229,-7
2020-21-0203,Cleveland Cavaliers,Los Angeles Clippers,217.5,8.5,350,-420,220,-22
2020-21-0203,Miami Heat,Washington Wizards,229.5,8,-420,350,203,-3
2020-21-0203,Atlanta Hawks,Dallas Mavericks,222.5,1.5,110,-130,238,-6
2020-21-0203,Oklahoma City Thunder,Houston Rockets,223.5,5.5,210,-250,191,17
2020-21-0203,Chicago Bulls,New York Knicks,216.5,4,-125,105,210,-4
2020-21-0203,San Antonio Spurs,Minnesota Timberwolves,223,9,-340,280,219,3
2020-21-0203,New Orleans Pelicans,Phoenix Suns,223.5,2.5,135,-155,224,22
2020-21-0203,Sacramento Kings,Boston Celtics,226.5,2,-110,-110,227,5
2020-21-0204,Philadelphia 76ers,Portland Trail Blazers,227.5,9.5,-500,400,226,-16
2020-21-0204,Dallas Mavericks,Golden State Warriors,224.5,3.5,-175,155,263,-31
2020-21-0204,Atlanta Hawks,Utah Jazz,224,6.5,375,-450,203,-21
2020-21-0204,Memphis Grizzlies,Houston Rockets,224,1,-165,145,218,-12
2020-21-0204,Los Angeles Lakers,Denver Nuggets,219.5,5.5,-200,175,207,21
2020-21-0205,Orlando Magic,Chicago Bulls,221,0,115,-135,242,4
2020-21-0205,Charlotte Bobcats,Utah Jazz,222.5,8,300,-360,259,-17
2020-21-0205,Indiana Pacers,New Orleans Pelicans,227,5,-125,105,227,-1
2020-21-0205,Cleveland Cavaliers,Milwaukee Bucks,230,10.5,500,-700,228,-18
2020-21-0205,Brooklyn Nets,Toronto Raptors,243.5,5.5,-220,190,240,-6
2020-21-0205,Oklahoma City Thunder,Minnesota Timberwolves,219.5,2,120,-140,209,-3
2020-21-0205,Miami Heat,Washington Wizards,227.5,7.5,-290,245,217,27
2020-21-0205,Phoenix Suns,Detroit Pistons,216,9.5,-360,300,201,17
2020-21-0205,Los Angeles Clippers,Boston Celtics,221,5,-210,180,234,-4
2020-21-0206,New York Knicks,Portland Trail Blazers,218.5,1.5,100,-120,209,11
2020-21-0206,Sacramento Kings,Denver Nuggets,229.5,4,105,-125,233,5
2020-21-0206,New Orleans Pelicans,Memphis Grizzlies,225.5,1.5,100,-120,227,9
2020-21-0206,Orlando Magic,Chicago Bulls,224,2,100,-120,210,-26
2020-21-0206,Philadelphia 76ers,Brooklyn Nets,237.5,2.5,-290,245,232,16
2020-21-0206,Atlanta Hawks,Toronto Raptors,222.5,5,100,-120,253,11
2020-21-0206,Cleveland Cavaliers,Milwaukee Bucks,227,10.5,475,-650,223,-25
2020-21-0206,Oklahoma City Thunder,Minnesota Timberwolves,218.5,0,-135,115,238,2
