Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin
2019-20-0223,Oklahoma City Thunder,San Antonio Spurs,222.5,5,-220,180,234,28
2019-20-0223,Chicago Bulls,Washington Wizards,231.5,0,140,-160,243,9
2019-20-0223,Golden State Warriors,New Orleans Pelicans,238,8,425,-600,216,-14
2019-20-0223,Portland Trail Blazers,Detroit Pistons,225,4,-230,185,211,3
2019-20-0224,Washington Wizards,Milwaukee Bucks,240.5,12.5,775,-1300,271,-3
2019-20-0224,Cleveland Cavaliers,Miami Heat,223,5.5,215,-265,244,6
2019-20-0224,Philadelphia 76ers,Atlanta Hawks,228.5,8,-400,300,241,17
2019-20-0224,Brooklyn Nets,Orlando Magic,211,2.5,-170,145,228,-2
2019-20-0224,Houston Rockets,New York Knicks,230,14,-1000,650,235,11
2019-20-0224,Dallas Mavericks,Minnesota Timberwolves,236.5,14,-1200,750,262,16
2019-20-0224,Utah Jazz,Phoenix Suns,223.5,7.5,-400,300,242,-20
2019-20-0224,Los Angeles Clippers,Memphis Grizzlies,234.5,9.5,-675,475,221,27
2019-20-0225,Indiana Pacers,Charlotte Bobcats,208.5,11,-800,550,199,39
2019-20-0225,Toronto Raptors,Milwaukee Bucks,231,1.5,-110,-110,205,-11
2019-20-0225,Chicago Bulls,Oklahoma City Thunder,217.5,6,280,-360,246,-2
2019-20-0225,Denver Nuggets,Detroit Pistons,216,12,-1200,750,213,17
2019-20-0225,Portland Trail Blazers,Boston Celtics,232,5,240,-300,224,-12
2019-20-0225,Los Angeles Lakers,New Orleans Pelicans,238.5,8.5,-340,270,227,9
2019-20-0225,Golden State Warriors,Sacramento Kings,226.5,6,255,-320,206,-18
2019-20-0226,Cleveland Cavaliers,Philadelphia 76ers,220,7.5,275,-350,202,14
2019-20-0226,Charlotte Bobcats,New York Knicks,206,1,115,-135,208,6
2019-20-0226,Washington Wizards,Brooklyn Nets,236,1.5,105,-125,216,4
2019-20-0226,Atlanta Hawks,Orlando Magic,227,3,120,-140,250,-10
2019-20-0226,San Antonio Spurs,Dallas Mavericks,227.5,5,150,-180,212,-6
2019-20-0226,Miami Heat,Minnesota Timberwolves,230,9.5,-800,550,255,-3
2019-20-0226,Houston Rockets,Memphis Grizzlies,234.5,10,-800,550,252,28
2019-20-0226,Phoenix Suns,Los Angeles Clippers,233,5.5,260,-330,194,-10
2019-20-0226,Utah Jazz,Boston Celtics,220.5,5,-220,180,217,-11
2019-20-0227,Philadelphia 76ers,New York Knicks,212.5,7.5,-330,260,221,9
2019-20-0227,Oklahoma City Thunder,Sacramento Kings,223,6,-360,280,220,4
2019-20-0227,Indiana Pacers,Portland Trail Blazers,219,10,-550,400,206,6
2019-20-0227,Golden State Warriors,Los Angeles Lakers,225.5,13.5,425,-600,202,-30
2019-20-0228,Orlando Magic,Minnesota Timberwolves,235,7.5,-360,280,261,11
2019-20-0228,Toronto Raptors,Charlotte Bobcats,214.5,13.5,-1400,800,195,-3
2019-20-0228,Atlanta Hawks,Brooklyn Nets,232,3,120,-140,259,23
2019-20-0228,New Orleans Pelicans,Cleveland Cavaliers,237,11.5,-1000,650,220,12
2019-20-0228,Memphis Grizzlies,Sacramento Kings,229.5,3.5,-135,115,205,-3
2019-20-0228,Milwaukee Bucks,Oklahoma City Thunder,229,10.5,-650,450,219,47
2019-20-0228,Miami Heat,Dallas Mavericks,230,2.5,-145,125,244,8
2019-20-0228,Utah Jazz,Washington Wizards,231,10.5,-600,425,248,10
2019-20-0228,Phoenix Suns,Detroit Pistons,222,7.5,-425,325,224,-2
2019-20-0228,Los Angeles Clippers,Denver Nuggets,222.5,6,-275,225,235,29
2019-20-0229,New York Knicks,Chicago Bulls,215,3,-140,120,240,10
2019-20-0229,Miami Heat,Brooklyn Nets,223,7,-330,260,229,3
2019-20-0229,Atlanta Hawks,Portland Trail Blazers,234,0,-130,110,246,12
2019-20-0229,Cleveland Cavaliers,Indiana Pacers,215,8,350,-450,217,-9
2019-20-0229,Memphis Grizzlies,Los Angeles Lakers,229.5,8,500,-700,193,17
2019-20-0229,Boston Celtics,Houston Rockets,230.5,1,-110,-110,221,-1
2019-20-0229,San Antonio Spurs,Orlando Magic,217.5,2,-185,155,227,1
2019-20-0229,Phoenix Suns,Golden State Warriors,224,8.5,-550,400,214,-16
2019-20-0301,Charlotte Bobcats,Milwaukee Bucks,218,13,750,-1200,178,-8
2019-20-0301,Los Angeles Clippers,Philadelphia 76ers,218.5,12.5,-2000,1000,266,6
2019-20-0301,Minnesota Timberwolves,Dallas Mavericks,244,6,210,-260,202,-20
2019-20-0301,Sacramento Kings,Detroit Pistons,217,7,-550,400,206,6
2019-20-0301,Denver Nuggets,Toronto Raptors,217.5,4.5,-140,120,251,15
2019-20-0301,New Orleans Pelicans,Los Angeles Lakers,233.5,2.5,-135,115,236,-8
2019-20-0301,Golden State Warriors,Washington Wizards,230,5.5,250,-310,234,-14
2019-20-0302,New York Knicks,Houston Rockets,230.5,8.5,425,-600,248,2
2019-20-0302,Orlando Magic,Portland Trail Blazers,223.5,7,-275,225,237,-23
2019-20-0302,Cleveland Cavaliers,Utah Jazz,219,8.5,450,-650,239,-13
2019-20-0302,Atlanta Hawks,Memphis Grizzlies,238.5,1,-140,120,215,-39
2019-20-0302,Miami Heat,Milwaukee Bucks,226,3,175,-210,194,16
2019-20-0302,Chicago Bulls,Dallas Mavericks,224,3.5,220,-270,216,2
2019-20-0302,San Antonio Spurs,Indiana Pacers,220,2.5,120,-140,227,-5
2019-20-0303,Charlotte Bobcats,San Antonio Spurs,214,3,145,-170,207,-1
2019-20-0303,Boston Celtics,Brooklyn Nets,221.5,7.5,-280,230,249,-9
2019-20-0303,Oklahoma City Thunder,Los Angeles Clippers,226,2.5,170,-200,203,-15
2019-20-0303,New Orleans Pelicans,Minnesota Timberwolves,247.5,10.5,-650,450,273,-5
2019-20-0303,Denver Nuggets,Golden State Warriors,217,15.5,-3000,1200,216,-16
2019-20-0303,Phoenix Suns,Toronto Raptors,221,3.5,145,-170,237,-9
2019-20-0303,Los Angeles Lakers,Philadelphia 76ers,220.5,12,-1000,650,227,13
2019-20-0303,Sacramento Kings,Washington Wizards,233,5,-240,190,259,7
2019-20-0304,Cleveland Cavaliers,Boston Celtics,215,2.5,145,-170,218,-6
2019-20-0304,Detroit Pistons,Oklahoma City Thunder,215,7,300,-400,221,-7
2019-20-0304,Miami Heat,Orlando Magic,217.5,7,-300,240,229,3
2019-20-0304,New York Knicks,Utah Jazz,220,7.5,300,-400,216,-8
2019-20-0304,Brooklyn Nets,Memphis Grizzlies,225,2,-115,-105,197,-39
2019-20-0304,Minnesota Timberwolves,Chicago Bulls,227.5,2.5,-130,110,223,7
2019-20-0304,Dallas Mavericks,New Orleans Pelicans,237.5,6,-280,230,250,4
2019-20-0304,Milwaukee Bucks,Indiana Pacers,222,10,-700,500,219,19
2019-20-0304,Portland Trail Blazers,Washington Wizards,239,6,-360,280,229,21
2019-20-0305,Charlotte Bobcats,Denver Nuggets,208,9.5,400,-550,226,-2
2019-20-0305,Houston Rockets,Los Angeles Clippers,237,1.5,100,-120,225,-15
2019-20-0305,Sacramento Kings,Philadelphia 76ers,221.5,3.5,-230,185,233,-17
2019-20-0305,Golden State Warriors,Toronto Raptors,223.5,8,350,-450,234,-8
2019-20-0306,Washington Wizards,Atlanta Hawks,246.5,3,-230,185,230,6
2019-20-0306,New York Knicks,Oklahoma City Thunder,219,7,200,-250,229,-23
2019-20-0306,Brooklyn Nets,San Antonio Spurs,222.5,2.5,-140,120,259,19
2019-20-0306,Boston Celtics,Utah Jazz,221,2,-125,105,193,-5
2019-20-0306,New Orleans Pelicans,Miami Heat,235.5,2,-125,105,214,6
2019-20-0306,Minnesota Timberwolves,Orlando Magic,234.5,2,125,-145,250,-14
2019-20-0306,Chicago Bulls,Indiana Pacers,213.5,4,115,-135,210,-6
2019-20-0306,Dallas Mavericks,Memphis Grizzlies,227,7.5,-310,250,217,25
2019-20-0306,Phoenix Suns,Portland Trail Blazers,233.5,1.5,140,-160,244,10
2019-20-0306,Los Angeles Lakers,Milwaukee Bucks,228.5,0,-125,105,216,10
2019-20-0307,Charlotte Bobcats,Houston Rockets,222,8,300,-400,207,9
2019-20-0307,Detroit Pistons,Utah Jazz,214,8.5,300,-400,216,-6
2019-20-0307,Cleveland Cavaliers,Denver Nuggets,218,9,400,-550,206,2
2019-20-0307,Memphis Grizzlies,Atlanta Hawks,235,5.5,-270,220,219,17
2019-20-0307,Golden State Warriors,Philadelphia 76ers,226,2.5,145,-170,232,4
2019-20-0307,Portland Trail Blazers,Sacramento Kings,230,3,-130,110,234,-12
2019-20-0308,Brooklyn Nets,Chicago Bulls,220.5,6.5,-280,230,217,3
2019-20-0308,Los Angeles Clippers,Los Angeles Lakers,227.5,2.5,-150,130,215,-9
2019-20-0308,Minnesota Timberwolves,New Orleans Pelicans,247,6,260,-330,227,-13
2019-20-0308,Boston Celtics,Oklahoma City Thunder,219,4,-280,230,209,-1
2019-20-0308,Phoenix Suns,Milwaukee Bucks,221,5,225,-275,271,9
2019-20-0308,Dallas Mavericks,Indiana Pacers,219,6.5,-275,225,221,-3
2019-20-0308,Washington Wizards,Miami Heat,231.5,4.5,190,-240,189,-11
2019-20-0308,Houston Rockets,Orlando Magic,234,9.5,-400,300,232,-20
2019-20-0308,Cleveland Cavaliers,San Antonio Spurs,221,5,160,-190,261,3
2019-20-0308,New York Knicks,Detroit Pistons,210,5.5,-230,185,180,12
2019-20-0308,Sacramento Kings,Toronto Raptors,230,4.5,170,-200,231,-5
2019-20-0309,Atlanta Hawks,Charlotte Bobcats,225,4,-200,170,281,5
2019-20-0309,Utah Jazz,Toronto Raptors,225.5,4,-260,210,193,-9
2019-20-0309,Denver Nuggets,Milwaukee Bucks,223.5,4.5,-330,260,204,14
2019-20-0310,Indiana Pacers,Boston Celtics,215,1,130,-150,225,-3
2019-20-0310,Washington Wizards,New York Knicks,227,3.5,-220,180,237,7
2019-20-0310,Chicago Bulls,Cleveland Cavaliers,217.5,3.5,-180,150,211,5
2019-20-0310,Houston Rockets,Minnesota Timberwolves,246,12.5,-900,600,228,6
2019-20-0310,Memphis Grizzlies,Orlando Magic,224,2,-130,110,235,-5
2019-20-0310,San Antonio Spurs,Dallas Mavericks,227.5,2.5,150,-180,228,10
2019-20-0310,Portland Trail Blazers,Phoenix Suns,233.5,3.5,-250,200,226,16
2019-20-0310,Los Angeles Lakers,Brooklyn Nets,223.5,12,-1000,650,206,-2
2019-20-0310,Golden State Warriors,Los Angeles Clippers,226.5,12.5,575,-850,238,-24
2019-20-0311,Atlanta Hawks,New York Knicks,230,4,-250,200,267,-5
2019-20-0311,Philadelphia 76ers,Detroit Pistons,215,11,-800,550,230,18
2019-20-0311,Miami Heat,Charlotte Bobcats,211.5,10,-700,500,207,-11
2019-20-0311,Dallas Mavericks,Denver Nuggets,218,1,120,-140,210,16
2019-20-0730,New Orleans Pelicans,Utah Jazz,220.5,1,-145,125,210,-2
2019-20-0730,Los Angeles Lakers,Los Angeles Clippers,218.5,1,-185,165,204,2
2019-20-0731,Brooklyn Nets,Orlando Magic,212,6,280,-340,246,-10
2019-20-0731,Portland Trail Blazers,Memphis Grizzlies,222.5,2.5,-160,140,275,5
2019-20-0731,Washington Wizards,Phoenix Suns,225,7.5,260,-310,237,-13
2019-20-0731,Milwaukee Bucks,Boston Celtics,215.5,4,-175,155,231,7
2019-20-0731,San Antonio Spurs,Sacramento Kings,214.5,2,145,-165,249,9
2019-20-0731,Dallas Mavericks,Houston Rockets,225.5,1,100,-120,302,-4
2019-20-0801,Denver Nuggets,Miami Heat,213,0,155,-175,230,-20
2019-20-0801,Oklahoma City Thunder,Utah Jazz,212.5,1,-110,-110,204,16
2019-20-0801,Los Angeles Clippers,New Orleans Pelicans,226.5,5.5,-220,190,229,23
2019-20-0801,Indiana Pacers,Philadelphia 76ers,210.5,3.5,240,-280,248,6
2019-20-0801,Toronto Raptors,Los Angeles Lakers,213.5,4,130,-150,199,15
2019-20-0802,Brooklyn Nets,Washington Wizards,233,1.5,-170,150,228,8
2019-20-0802,Boston Celtics,Portland Trail Blazers,227.5,4.5,-170,150,252,4
2019-20-0802,Memphis Grizzlies,San Antonio Spurs,233,2.5,-155,135,214,-2
2019-20-0802,Orlando Magic,Sacramento Kings,221,3,-130,110,248,16
2019-20-0802,Houston Rockets,Milwaukee Bucks,240,4,175,-200,236,4
2019-20-0802,Phoenix Suns,Dallas Mavericks,235,5.5,210,-250,232,2
2019-20-0803,Miami Heat,Toronto Raptors,221,3,125,-145,210,-4
2019-20-0803,Washington Wizards,Indiana Pacers,227.5,7.5,330,-400,211,-11
2019-20-0803,Oklahoma City Thunder,Denver Nuggets,219.5,4.5,-240,200,234,-8
2019-20-0803,New Orleans Pelicans,Memphis Grizzlies,238.5,3.5,-185,165,208,10
2019-20-0803,Philadelphia 76ers,San Antonio Spurs,228,7,-335,275,262,2
2019-20-0803,Utah Jazz,Los Angeles Lakers,219,6,225,-265,224,-8
2019-20-0804,Milwaukee Bucks,Brooklyn Nets,227,19,-5000,1500,235,-3
2019-20-0804,Sacramento Kings,Dallas Mavericks,237,5.5,200,-240,224,-4
2019-20-0804,Los Angeles Clippers,Phoenix Suns,230,9,-400,330,232,-2
2019-20-0804,Indiana Pacers,Orlando Magic,223.5,2,-105,-115,229,11
2019-20-0804,Miami Heat,Boston Celtics,223.5,3,175,-200,218,6
2019-20-0804,Portland Trail Blazers,Houston Rockets,244,5,150,-170,212,8
2019-20-0805,Utah Jazz,Memphis Grizzlies,225,4.5,-220,190,239,9
2019-20-0805,Washington Wizards,Philadelphia 76ers,233,10.5,450,-600,205,-9
2019-20-0805,San Antonio Spurs,Denver Nuggets,224.5,3,135,-155,258,-6
2019-20-0805,Los Angeles Lakers,Oklahoma City Thunder,219,6,-240,200,191,-19
2019-20-0805,Orlando Magic,Toronto Raptors,224.5,5,310,-370,208,-10
2019-20-0805,Boston Celtics,Brooklyn Nets,228,8.5,-380,320,264,34
2019-20-0806,Sacramento Kings,New Orleans Pelicans,233.5,4,170,-190,265,15
2019-20-0806,Milwaukee Bucks,Miami Heat,220,9.5,-450,375,246,14
2019-20-0806,Phoenix Suns,Indiana Pacers,228.5,3,110,-130,213,15
2019-20-0806,Dallas Mavericks,Los Angeles Clippers,231.5,4,160,-180,237,-15
2019-20-0806,Denver Nuggets,Portland Trail Blazers,233.5,3.5,170,-190,240,-10
2019-20-0806,Houston Rockets,Los Angeles Lakers,230,3,-160,140,210,16
2019-20-0807,San Antonio Spurs,Utah Jazz,228,2.5,-410,340,230,8
2019-20-0807,Memphis Grizzlies,Oklahoma City Thunder,225,3,135,-155,213,29
2019-20-0807,Brooklyn Nets,Sacramento Kings,231,4,180,-210,225,13
2019-20-0807,Philadelphia 76ers,Orlando Magic,222.5,4,-190,170,209,7
2019-20-0807,New Orleans Pelicans,Washington Wizards,231,7,-340,280,225,11
2019-20-0807,Toronto Raptors,Boston Celtics,220,3,-125,105,222,-22
2019-20-0808,Portland Trail Blazers,Los Angeles Clippers,235,5.5,-175,155,239,-5
2019-20-0808,Denver Nuggets,Utah Jazz,222,2,-105,-115,266,2
2019-20-0808,Indiana Pacers,Los Angeles Lakers,219,4.5,190,-220,227,5
2019-20-0808,Miami Heat,Phoenix Suns,223.5,1,150,-170,231,-7
2019-20-0808,Dallas Mavericks,Milwaukee Bucks,232,5,190,-220,268,4
2019-20-0809,Oklahoma City Thunder,Washington Wizards,227,9.5,-450,375,224,18
2019-20-0809,Toronto Raptors,Memphis Grizzlies,222,8,-310,260,207,9
2019-20-0809,New Orleans Pelicans,San Antonio Spurs,238,3.5,-165,145,235,-9
2019-20-0809,Boston Celtics,Orlando Magic,220,6.5,-410,340,241,3
2019-20-0809,Portland Trail Blazers,Philadelphia 76ers,229.5,2,-135,115,245,3
2019-20-0809,Sacramento Kings,Houston Rockets,231,4.5,170,-190,241,-17
2019-20-0809,Los Angeles Clippers,Brooklyn Nets,226.5,13,-380,320,249,-9
2019-20-0810,Phoenix Suns,Oklahoma City Thunder,227,2,-360,300,229,27
2019-20-0810,Utah Jazz,Dallas Mavericks,229,2,-240,200,236,-8
2019-20-0810,Milwaukee Bucks,Toronto Raptors,226.5,5.5,-220,190,220,-8
2019-20-0810,Miami Heat,Indiana Pacers,220,2.5,-180,160,206,22
2019-20-0810,Los Angeles Lakers,Denver Nuggets,222.5,4,-210,180,245,3
2019-20-0811,Orlando Magic,Brooklyn Nets,220.5,6,-185,165,204,-12
2019-20-0811,San Antonio Spurs,Houston Rockets,234,3,-190,170,228,18
2019-20-0811,Philadelphia 76ers,Phoenix Suns,223.5,8,450,-600,247,-13
2019-20-0811,Dallas Mavericks,Portland Trail Blazers,237.5,2,125,-145,265,-3
2019-20-0811,Memphis Grizzlies,Boston Celtics,224.5,5.5,175,-200,229,-15
2019-20-0811,Sacramento Kings,New Orleans Pelicans,230.5,1,-150,130,218,6
2019-20-0811,Washington Wizards,Milwaukee Bucks,229.5,8,330,-400,239,-13
2019-20-0812,Houston Rockets,Indiana Pacers,229.5,7,-280,240,212,-4
2019-20-0812,Philadelphia 76ers,Toronto Raptors,223.5,8.5,220,-260,246,-4
2019-20-0812,Oklahoma City Thunder,Miami Heat,218.5,1.5,150,-170,231,1
2019-20-0812,Denver Nuggets,Los Angeles Clippers,230,5,175,-200,235,-13
2019-20-0813,Orlando Magic,New Orleans Pelicans,227.5,2.5,-170,150,260,6
2019-20-0813,Memphis Grizzlies,Milwaukee Bucks,223.5,1,-165,145,225,13
2019-20-0813,Utah Jazz,San Antonio Spurs,231,7,240,-280,230,6
2019-20-0813,Los Angeles Lakers,Sacramento Kings,219.5,3.5,-170,150,258,-14
2019-20-0813,Boston Celtics,Washington Wizards,230.5,11,110,-130,186,-6
2019-20-0813,Phoenix Suns,Dallas Mavericks,229,6.5,-380,320,230,26
2019-20-0813,Brooklyn Nets,Portland Trail Blazers,235,9,575,-850,267,-1
2019-20-0814,Houston Rockets,Philadelphia 76ers,228.5,4.5,-140,120,230,-38
2019-20-0814,Toronto Raptors,Denver Nuggets,224,2.5,125,-145,226,8
2019-20-0814,Los Angeles Clippers,Oklahoma City Thunder,222,6,-155,135,210,4
2019-20-0814,Indiana Pacers,Miami Heat,216,1,110,-130,201,17
2019-20-0815,Portland Trail Blazers,Memphis Grizzlies,231.5,6.5,-260,220,248,4
2019-20-0817,Denver Nuggets,Utah Jazz,220.5,2,-180,160,260,10
2019-20-0817,Toronto Raptors,Brooklyn Nets,224,10,-600,450,244,24
2019-20-0817,Boston Celtics,Philadelphia 76ers,220,5.5,-270,230,210,8
2019-20-0817,Los Angeles Clippers,Dallas Mavericks,231,6,-345,285,228,8
2019-20-0818,Milwaukee Bucks,Orlando Magic,224.5,11,-1600,900,232,-12
2019-20-0818,Los Angeles Lakers,Portland Trail Blazers,226.5,4.5,-300,250,193,-7
2019-20-0818,Indiana Pacers,Miami Heat,217.5,4,165,-185,214,-12
2019-20-0818,Houston Rockets,Oklahoma City Thunder,227,1.5,-110,-110,231,15
2019-20-0819,Toronto Raptors,Brooklyn Nets,226.5,11,-900,600,203,5
2019-20-0819,Denver Nuggets,Utah Jazz,218.5,4,-165,145,229,-19
2019-20-0819,Boston Celtics,Philadelphia 76ers,215,5,-200,175,229,27
2019-20-0819,Los Angeles Clippers,Dallas Mavericks,231,6,-200,175,241,-13
2019-20-0820,Indiana Pacers,Miami Heat,215,5,155,-175,209,-9
2019-20-0820,Houston Rockets,Oklahoma City Thunder,227.5,2,-135,115,209,13
2019-20-0820,Milwaukee Bucks,Orlando Magic,228,12,-1400,800,207,15
2019-20-0820,Los Angeles Lakers,Portland Trail Blazers,226.5,4.5,-245,205,199,23
2019-20-0821,Brooklyn Nets,Toronto Raptors,223,9.5,450,-600,209,-25
2019-20-0821,Utah Jazz,Denver Nuggets,220,1.5,-120,100,211,37
2019-20-0821,Philadelphia 76ers,Boston Celtics,216,4.5,200,-240,196,-8
2019-20-0821,Dallas Mavericks,Los Angeles Clippers,233,4,180,-210,252,-8
2019-20-0822,Orlando Magic,Milwaukee Bucks,226,12.5,700,-1100,228,-14
2019-20-0822,Miami Heat,Indiana Pacers,214,4.5,-210,180,239,9
2019-20-0822,Oklahoma City Thunder,Houston Rockets,224,2,110,-130,226,12
2019-20-0822,Portland Trail Blazers,Los Angeles Lakers,225,0,290,-350,224,-8
2019-20-0823,Philadelphia 76ers,Boston Celtics,213,7,260,-310,216,-4
2019-20-0823,Dallas Mavericks,Los Angeles Clippers,231.5,0,280,-340,268,2
2019-20-0823,Brooklyn Nets,Toronto Raptors,217,12.5,800,-1400,272,-28
2019-20-0823,Utah Jazz,Denver Nuggets,214,2,-160,140,256,2
2019-20-0824,Orlando Magic,Milwaukee Bucks,225.5,14,700,-1100,227,-15
2019-20-0824,Oklahoma City Thunder,Houston Rockets,221,3.5,130,-150,231,3
2019-20-0824,Miami Heat,Indiana Pacers,216.5,7,-275,235,186,12
2019-20-0824,Portland Trail Blazers,Los Angeles Lakers,224.5,7.5,260,-310,250,-20
2019-20-0825,Denver Nuggets,Utah Jazz,220.5,3,120,-140,224,10
2019-20-0825,Los Angeles Clippers,Dallas Mavericks,237.5,5.5,-380,320,265,43
2019-20-0829,Milwaukee Bucks,Orlando Magic,226,13,-1600,900,222,14
2019-20-0829,Houston Rockets,Oklahoma City Thunder,224.5,4.5,-215,185,194,34
2019-20-0829,Los Angeles Lakers,Portland Trail Blazers,223,13.5,-1400,800,253,9
2019-20-0830,Toronto Raptors,Boston Celtics,216,2,-130,110,206,-18
2019-20-0830,Dallas Mavericks,Los Angeles Clippers,237.5,9,400,-500,208,-14
2019-20-0830,Utah Jazz,Denver Nuggets,220.5,2.5,-140,120,226,-12
2019-20-0831,Oklahoma City Thunder,Houston Rockets,225,6.5,200,-240,204,4
2019-20-0831,Milwaukee Bucks,Miami Heat,223,6,-240,200,219,-11
2019-20-0901,Toronto Raptors,Boston Celtics,216,1,-130,110,201,-3
2019-20-0901,Denver Nuggets,Utah Jazz,220.5,1.5,-130,110,158,2
2019-20-0902,Milwaukee Bucks,Miami Heat,221,4,-240,200,230,-2
2019-20-0902,Houston Rockets,Oklahoma City Thunder,223,5,-240,200,206,2
2019-20-0903,Boston Celtics,Toronto Raptors,214,1,110,-130,207,-1
2019-20-0903,Los Angeles Clippers,Denver Nuggets,223,5.5,-425,355,217,23
2019-20-0904,Miami Heat,Milwaukee Bucks,222.5,5.5,180,-210,215,15
2019-20-0904,Los Angeles Lakers,Houston Rockets,226,2.5,-290,245,209,-15
2019-20-0905,Boston Celtics,Toronto Raptors,212,1,-130,110,193,-7
2019-20-0905,Los Angeles Clippers,Denver Nuggets,221.5,8.5,-420,350,211,-9
2019-20-0906,Miami Heat,Milwaukee Bucks,220,1.5,105,-125,233,-3
2019-20-0906,Los Angeles Lakers,Houston Rockets,224,5.5,-250,210,226,8
2019-20-0907,Toronto Raptors,Boston Celtics,212.5,1,110,-130,200,-22
2019-20-0907,Denver Nuggets,Los Angeles Clippers,220.5,7.5,370,-440,220,-6
2019-20-0908,Milwaukee Bucks,Miami Heat,218,1.5,195,-230,197,-9
2019-20-0908,Houston Rockets,Los Angeles Lakers,224,5.5,155,-175,214,-10
2019-20-0909,Boston Celtics,Toronto Raptors,209.5,2.5,-150,130,247,-3
2019-20-0909,Denver Nuggets,Los Angeles Clippers,220.5,7.5,280,-340,181,-11
2019-20-0910,Houston Rockets,Los Angeles Lakers,220.5,5.5,185,-215,210,-10
2019-20-0911,Toronto Raptors,Boston Celtics,209,2,135,-155,179,-5
2019-20-0911,Los Angeles Clippers,Denver Nuggets,217.5,8,-400,330,216,-6
2019-20-0912,Los Angeles Lakers,Houston Rockets,214.5,6.5,-260,210,215,23
2019-20-0913,Denver Nuggets,Los Angeles Clippers,214.5,8,330,-400,209,13
2019-20-0915,Los Angeles Clippers,Denver Nuggets,211.5,7,-340,280,193,-15
2019-20-0915,Boston Celtics,Miami Heat,211.5,1.5,-135,115,231,-3
2019-20-0917,Boston Celtics,Miami Heat,210,1.5,-155,135,207,-5
2019-20-0918,Los Angeles Lakers,Denver Nuggets,209.5,1,-290,245,240,12
2019-20-0919,Miami Heat,Boston Celtics,207.5,2.5,145,-165,223,-11
2019-20-0920,Los Angeles Lakers,Denver Nuggets,214,7.5,-300,250,208,2
2019-20-0922,Denver Nuggets,Los Angeles Lakers,213.5,6.5,215,-255,220,8
2019-20-0923,Miami Heat,Boston Celtics,210.5,2.5,145,-165,221,3
2019-20-0924,Denver Nuggets,Los Angeles Lakers,215.5,6.5,210,-250,222,-6
2019-20-0925,Boston Celtics,Miami Heat,214,2,-160,140,229,13
2019-20-0926,Los Angeles Lakers,Denver Nuggets,215.5,6,-200,175,224,10
2019-20-0927,Miami Heat,Boston Celtics,214.5,3,130,-150,238,12
2019-20-0930,Los Angeles Lakers,Miami Heat,217.5,4.5,-185,165,214,18
2019-20-1002,Los Angeles Lakers,Miami Heat,216,7,-600,450,238,10
2019-20-1004,Miami Heat,Los Angeles Lakers,218.5,-10,350,-420,219,11
2019-20-1006,Miami Heat,Los Angeles Lakers,219.5,7.5,270,-330,198,-6
2019-20-1009,Los Angeles Lakers,Miami Heat,217,7.5,-340,280,219,-3
2019-20-1011,Miami Heat,Los Angeles Lakers,216.5,5,210,-250,199,-13
2020-21-1222,Brooklyn Nets,Golden State Warriors,228,5.5,-320,265,224,26
2020-21-1222,Los Angeles Lakers,Los Angeles Clippers,223,2.5,-135,115,225,-7
2020-21-1223,Cleveland Cavaliers,Charlotte Bobcats,215,1,120,-140,235,7
2020-21-1223,Indiana Pacers,New York Knicks,214.5,8.5,-330,270,228,14
2020-21-1223,Orlando Magic,Miami Heat,220.5,3.5,170,-190,220,6
2020-21-1223,Philadelphia 76ers,Washington Wizards,229,7.5,-300,250,220,6
2020-21-1223,Boston Celtics,Milwaukee Bucks,226,2.5,170,-190,243,1
2020-21-1223,Toronto Raptors,New Orleans Pelicans,230,5,-170,150,212,-14
2020-21-1223,Chicago Bulls,Atlanta Hawks,227,1.5,110,-130,228,-20
2020-21-1223,Memphis Grizzlies,San Antonio Spurs,231.5,3,-130,110,250,-12
2020-21-1223,Minnesota Timberwolves,Detroit Pistons,227,5.5,-220,190,212,10
2020-21-1223,Denver Nuggets,Sacramento Kings,224.5,8,-310,260,246,-2
2020-21-1223,Portland Trail Blazers,Utah Jazz,229,1.5,110,-130,220,-20
2020-21-1223,Phoenix Suns,Dallas Mavericks,237,0,-120,100,208,4
2020-21-1225,Miami Heat,New Orleans Pelicans,229,5,-150,130,209,13
2020-21-1225,Milwaukee Bucks,Golden State Warriors,233.5,8.5,-600,450,237,39
2020-21-1225,Boston Celtics,Brooklyn Nets,227,0,125,-145,218,-28
2020-21-1225,Los Angeles Lakers,Dallas Mavericks,230,6.5,-265,225,253,23
2020-21-1225,Denver Nuggets,Los Angeles Clippers,222,2,140,-160,229,-13
2020-21-1226,Memphis Grizzlies,Atlanta Hawks,237.5,1,-140,120,234,-10
2020-21-1226,Detroit Pistons,Cleveland Cavaliers,220,3,-110,-110,247,-9
2020-21-1226,Washington Wizards,Orlando Magic,228.5,1,-130,110,250,-10
2020-21-1226,Charlotte Bobcats,Oklahoma City Thunder,218.5,3,-145,125,216,-2
2020-21-1226,New York Knicks,Philadelphia 76ers,219,8,300,-360,198,-20
2020-21-1226,Chicago Bulls,Indiana Pacers,222.5,3,200,-240,231,-19
2020-21-1226,San Antonio Spurs,Toronto Raptors,225.5,2,125,-145,233,5
2020-21-1226,Utah Jazz,Minnesota Timberwolves,225.5,8,-450,375,227,-5
2020-21-1226,Sacramento Kings,Phoenix Suns,230,4.5,140,-160,209,3
